date,Combined Violent and Property Crime Offenses,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2006-01-01,1548.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2007-01-01,1487.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2008-01-01,1392.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2009-01-01,1513.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2010-01-01,1647.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2011-01-01,1842.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2012-01-01,1615.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2013-01-01,1655.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2014-01-01,1341.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2015-01-01,1356.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2016-01-01,1253.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2017-01-01,1263.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2018-01-01,1397.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2019-01-01,1495.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2020-01-01,1420.0,TX,Houston,Brazoria County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brazoria County, TX",FBITC048039,Annual,Not Seasonally Adjusted
2004-01-01,642.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2005-01-01,.,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2006-01-01,.,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2007-01-01,406.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2008-01-01,480.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2009-01-01,393.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2010-01-01,.,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2011-01-01,427.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2012-01-01,200.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2013-01-01,.,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2014-01-01,.,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2015-01-01,405.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2016-01-01,326.0,OH,Cincinnati,Brown County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brown County, OH",FBITC039015,Annual,Not Seasonally Adjusted
2004-01-01,2168.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2005-01-01,2277.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2006-01-01,2487.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2007-01-01,2326.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2008-01-01,2309.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2009-01-01,2229.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2010-01-01,2151.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2011-01-01,2219.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2012-01-01,1933.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2013-01-01,2277.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2014-01-01,1283.0,SC,Myrtle Beach,Brunswick County,NC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Brunswick County, NC",FBITC037019,Annual,Not Seasonally Adjusted
2005-01-01,196.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2006-01-01,189.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2007-01-01,178.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2008-01-01,226.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2009-01-01,281.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2010-01-01,231.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2011-01-01,261.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2012-01-01,425.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2013-01-01,189.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2014-01-01,211.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2015-01-01,185.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2016-01-01,163.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2017-01-01,144.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2018-01-01,119.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2019-01-01,135.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2020-01-01,173.0,VA,Charlottesville,Buckingham County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Buckingham County, VA",FBITC051029,Annual,Not Seasonally Adjusted
2004-01-01,437.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2005-01-01,485.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2006-01-01,595.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2007-01-01,540.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2008-01-01,566.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2009-01-01,.,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2010-01-01,486.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2011-01-01,480.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2012-01-01,653.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2013-01-01,676.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2014-01-01,513.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2015-01-01,371.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2016-01-01,532.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2017-01-01,491.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2018-01-01,474.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2019-01-01,350.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2020-01-01,377.0,KS,Wichita,Butler County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, KS",FBITC020015,Annual,Not Seasonally Adjusted
2004-01-01,1281.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2005-01-01,.,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2006-01-01,.,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2007-01-01,.,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2008-01-01,.,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2009-01-01,892.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2010-01-01,901.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2011-01-01,1181.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2012-01-01,1304.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2013-01-01,1443.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2014-01-01,.,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2015-01-01,1122.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2016-01-01,1080.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2017-01-01,1026.0,OH,Cincinnati,Butler County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Butler County, OH",FBITC039017,Annual,Not Seasonally Adjusted
2005-01-01,316.0,OH,Cincinnati,Campbell County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Campbell County, KY",FBITC021037,Annual,Not Seasonally Adjusted
2006-01-01,309.0,OH,Cincinnati,Campbell County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Campbell County, KY",FBITC021037,Annual,Not Seasonally Adjusted
2007-01-01,303.0,OH,Cincinnati,Campbell County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Campbell County, KY",FBITC021037,Annual,Not Seasonally Adjusted
2008-01-01,.,OH,Cincinnati,Campbell County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Campbell County, KY",FBITC021037,Annual,Not Seasonally Adjusted
