quarter,date,msa_state,year,city,hpi,weekly_wages,rpp,population,gdp,unemployment_rate,crimes,subprime,poverty,patents,private_establishments,premature_death_rate,snap
2,2017-04-01,CO,2017,Pueblo,174.59578652621755,784.166107230961,94.277,166.37,5976.354,3.7,1196.0,28.847551228019185,18.2,0.0,3314.0,593.7,37306.0
3,2017-07-01,CO,2017,Pueblo,178.4336477882596,799.5478285895359,94.277,166.37,5976.354,4.0,1196.0,29.040697674418603,18.2,0.0,3342.0,593.7,37306.0
4,2017-10-01,CO,2017,Pueblo,179.13307110237008,804.6828431682651,94.277,166.37,5976.354,4.3,1196.0,29.50963222416813,18.2,0.0,3331.0,593.7,37306.0
1,2018-01-01,CO,2018,Pueblo,186.39631321044035,828.327438549292,89.222,167.574,6315.851,4.3,1168.0,29.118209921978504,17.2,0.0,3383.0,589.4,35695.0
2,2018-04-01,CO,2018,Pueblo,191.57921930731024,826.400104785199,89.222,167.574,6315.851,4.4,1168.0,28.19609569939821,17.2,0.0,3396.0,589.4,35695.0
3,2018-07-01,CO,2018,Pueblo,197.97266575552518,826.356030978961,89.222,167.574,6315.851,4.6,1168.0,28.59649122807017,17.2,0.0,3417.0,589.4,35695.0
4,2018-10-01,CO,2018,Pueblo,197.3539451315044,840.789969602072,89.222,167.574,6315.851,4.6,1168.0,28.925138362947862,17.2,0.0,3401.0,589.4,35695.0
1,2019-01-01,CO,2019,Pueblo,201.68498949965,857.568854351106,92.299,168.409,6655.712,4.4,1103.0,28.71735006566467,17.8,0.0,3407.0,600.6,36599.0
2,2019-04-01,CO,2019,Pueblo,205.7918597286576,863.947876788279,92.299,168.409,6655.712,4.0,1103.0,28.23939570017432,17.8,0.0,3435.0,600.6,36599.0
3,2019-07-01,CO,2019,Pueblo,211.7190239674656,873.099901106924,92.299,168.409,6655.712,3.9,1103.0,28.155199769219674,17.8,0.0,3490.0,600.6,36599.0
4,2019-10-01,CO,2019,Pueblo,214.60638687956268,873.209523958158,92.299,168.409,6655.712,3.7,1103.0,28.921357971637303,17.8,0.0,3513.0,600.6,36599.0
1,2020-01-01,CO,2020,Pueblo,217.4847828260942,899.294128666056,90.227,169.823,6493.531,3.7,0.0,28.054880663141347,14.1,0.0,3552.0,,
2,2020-04-01,CO,2020,Pueblo,223.57335244508153,923.973353368306,90.227,169.823,6493.531,11.5,0.0,27.16630977872948,14.1,0.0,3561.0,,
3,2020-07-01,CO,2020,Pueblo,228.55898529950997,927.004805012098,90.227,169.823,6493.531,7.6,0.0,26.39579485722404,14.1,,3586.0,,
4,2020-10-01,CO,2020,Pueblo,236.31541051368382,957.509021759372,90.227,169.823,6493.531,8.6,0.0,26.257062146892657,14.1,,3545.0,,
1,2021-01-01,CO,2021,Pueblo,244.3587786259542,924.429309319653,,,,8.8,,0.0,,,3609.0,,
2,2021-04-01,CO,2021,Pueblo,265.0276342544752,950.582642926852,,,,8.7,,0.0,,,3672.0,,
3,2021-07-01,CO,2021,Pueblo,284.7459915330511,,,,,8.5,,0.0,,,,,
1,2008-01-01,FL,2008,Punta Gorda,208.99249974999165,642.129606653684,98.254,157.736,3957.077,5.9,5035.0,26.236207601144255,10.3,0.0,4604.0,537.1,10473.0
2,2008-04-01,FL,2008,Punta Gorda,194.7635921197373,634.678810536504,98.254,157.736,3957.077,6.7,5035.0,27.029689038975658,10.3,0.0,4568.0,537.1,10473.0
3,2008-07-01,FL,2008,Punta Gorda,178.08773625787526,625.760716956012,98.254,157.736,3957.077,7.7,5035.0,27.2228474957794,10.3,0.0,4540.0,537.1,10473.0
4,2008-10-01,FL,2008,Punta Gorda,161.00726690889695,629.030268634181,98.254,157.736,3957.077,8.8,5035.0,27.705507888181568,10.3,0.0,4492.0,537.1,10473.0
1,2009-01-01,FL,2009,Punta Gorda,169.61012033734457,618.228167888987,96.847,156.952,3867.608,10.0,4260.0,27.68470200494369,12.2,0.0,4326.0,542.4,15526.0
2,2009-04-01,FL,2009,Punta Gorda,161.98026600886695,631.203211125576,96.847,156.952,3867.608,10.6,4260.0,28.17376634331505,12.2,0.0,4284.0,542.4,15526.0
3,2009-07-01,FL,2009,Punta Gorda,151.06533551118372,625.748078185547,96.847,156.952,3867.608,11.0,4260.0,28.85943888340617,12.2,0.0,4320.0,542.4,15526.0
4,2009-10-01,FL,2009,Punta Gorda,153.4448481616054,628.076815315534,96.847,156.952,3867.608,11.6,4260.0,28.921161825726145,12.2,0.0,4350.0,542.4,15526.0
1,2010-01-01,FL,2010,Punta Gorda,154.53345111503717,610.1665028498011,98.758,159.897,3844.388,12.8,4175.0,28.30188679245283,13.9,0.0,4291.0,597.1,19165.0
2,2010-04-01,FL,2010,Punta Gorda,148.66655555185173,616.8076695881849,98.758,159.897,3844.388,12.4,4175.0,29.057665260196902,13.9,1.0,4300.0,597.1,19165.0
3,2010-07-01,FL,2010,Punta Gorda,146.78799293309777,632.91312538675,98.758,159.897,3844.388,12.2,4175.0,29.363623536051925,13.9,0.0,4252.0,597.1,19165.0
4,2010-10-01,FL,2010,Punta Gorda,145.91133037767926,633.819280773656,98.758,159.897,3844.388,12.3,4175.0,28.70140612076096,13.9,0.0,4205.0,597.1,19165.0
1,2011-01-01,FL,2011,Punta Gorda,138.91729724324142,627.85351319547,98.088,159.926,3825.416,11.9,4091.0,28.094784148168323,13.2,0.0,4155.0,588.7,20792.0
2,2011-04-01,FL,2011,Punta Gorda,133.73439114637154,628.454935841325,98.088,159.926,3825.416,11.4,4091.0,28.72889633040324,13.2,0.0,4149.0,588.7,20792.0
3,2011-07-01,FL,2011,Punta Gorda,136.16207206906898,651.4981368781021,98.088,159.926,3825.416,11.3,4091.0,28.86900601146372,13.2,0.0,4140.0,588.7,20792.0
4,2011-10-01,FL,2011,Punta Gorda,138.81132704423482,620.528540764209,98.088,159.926,3825.416,11.0,4091.0,28.213894967177243,13.2,0.0,4152.0,588.7,20792.0
1,2012-01-01,FL,2012,Punta Gorda,135.40101336711226,643.007043692092,98.716,162.84,4083.143,10.5,3616.0,27.788331071913163,13.8,0.0,4167.0,614.0,21668.0
2,2012-04-01,FL,2012,Punta Gorda,136.3643788126271,635.303652446321,98.716,162.84,4083.143,10.1,3616.0,27.830058123443123,13.8,1.0,4145.0,614.0,21668.0
3,2012-07-01,FL,2012,Punta Gorda,138.04063468782292,636.581688556593,98.716,162.84,4083.143,9.8,3616.0,27.8256039988892,13.8,0.0,4189.0,614.0,21668.0
4,2012-10-01,FL,2012,Punta Gorda,140.5453848461615,640.633390845897,98.716,162.84,4083.143,9.3,3616.0,28.15943409059992,13.8,1.0,4224.0,614.0,21668.0
1,2013-01-01,FL,2013,Punta Gorda,143.41621387379578,657.656102609583,96.604,164.801,4152.881,9.0,3482.0,26.93751676052561,14.4,0.0,4267.0,584.2,20491.0
2,2013-04-01,FL,2013,Punta Gorda,148.77252575085836,652.228554066258,96.604,164.801,4152.881,8.6,3482.0,26.867080075492044,14.4,0.0,4255.0,584.2,20491.0
3,2013-07-01,FL,2013,Punta Gorda,152.96316543884797,654.09447956591,96.604,164.801,4152.881,8.3,3482.0,26.37820930535644,14.4,0.0,4260.0,584.2,20491.0
4,2013-10-01,FL,2013,Punta Gorda,157.2019733991133,654.899289211729,96.604,164.801,4152.881,8.0,3482.0,26.558265582655828,14.4,0.0,4304.0,584.2,20491.0
1,2014-01-01,FL,2014,Punta Gorda,154.46601553385113,658.5132443256671,97.77,168.208,4310.058,7.5,2912.0,25.92022572784404,11.9,0.0,4249.0,637.0,20290.0
2,2014-04-01,FL,2014,Punta Gorda,161.0169005633521,665.8308226421279,97.77,168.208,4310.058,7.2,2912.0,25.425696594427244,11.9,0.0,4273.0,637.0,20290.0
3,2014-07-01,FL,2014,Punta Gorda,166.5562518750625,654.919985726286,97.77,168.208,4310.058,7.1,2912.0,25.4126679462572,11.9,0.0,4307.0,637.0,20290.0
4,2014-10-01,FL,2014,Punta Gorda,165.73739124637487,677.3690503952021,97.77,168.208,4310.058,6.8,2912.0,25.16455696202532,11.9,1.0,4352.0,637.0,20290.0
1,2015-01-01,FL,2015,Punta Gorda,174.0416013867129,661.073244100387,98.798,172.607,4642.984,6.5,2685.0,24.36732648459033,12.4,1.0,4421.0,666.1,19484.0
2,2015-04-01,FL,2015,Punta Gorda,174.9953331777726,681.63710693087,98.798,172.607,4642.984,6.3,2685.0,23.961861748839542,12.4,0.0,4312.0,666.1,19484.0
3,2015-07-01,FL,2015,Punta Gorda,182.808226940898,675.147012966691,98.798,172.607,4642.984,6.0,2685.0,23.733034491346032,12.4,1.0,4364.0,666.1,19484.0
4,2015-10-01,FL,2015,Punta Gorda,188.15490516350545,723.2223429091271,98.798,172.607,4642.984,5.8,2685.0,23.207269155206287,12.4,0.0,4387.0,666.1,19484.0
1,2016-01-01,FL,2016,Punta Gorda,192.26847561585387,667.377209095702,98.249,178.046,4904.986,5.6,2835.0,22.680160955980977,12.6,0.0,4403.0,617.2,17100.0
2,2016-04-01,FL,2016,Punta Gorda,200.24514150471683,706.46512973278,98.249,178.046,4904.986,5.5,2835.0,22.384073804321435,12.6,0.0,4442.0,617.2,17100.0
3,2016-07-01,FL,2016,Punta Gorda,202.1429714323811,723.567298503794,98.249,178.046,4904.986,5.3,2835.0,22.66152362584378,12.6,0.0,4474.0,617.2,17100.0
4,2016-10-01,FL,2016,Punta Gorda,206.96943231441048,700.175853603326,98.249,178.046,4904.986,5.3,2835.0,22.460212995093933,12.6,0.0,4513.0,617.2,17100.0
1,2017-01-01,FL,2017,Punta Gorda,213.43361445381512,722.3018375881869,100.127,181.998,5241.615,5.2,2411.0,21.686032724685795,10.8,0.0,4505.0,672.2,15503.0
2,2017-04-01,FL,2017,Punta Gorda,216.29480982699425,715.320104692829,100.127,181.998,5241.615,4.9,2411.0,21.754551903523293,10.8,0.0,4542.0,672.2,15503.0
3,2017-07-01,FL,2017,Punta Gorda,219.05966865562183,729.4105203376171,100.127,181.998,5241.615,4.7,2411.0,21.507656065959956,10.8,0.0,4516.0,672.2,15503.0
4,2017-10-01,FL,2017,Punta Gorda,223.9150305010167,734.5221159224229,100.127,181.998,5241.615,4.6,2411.0,21.223063482818876,10.8,0.0,4582.0,672.2,15503.0
1,2018-01-01,FL,2018,Punta Gorda,227.6432547751592,746.37054682332,98.289,185.204,5540.315,4.3,2113.0,20.582456951346355,11.1,1.0,4590.0,681.2,14612.0
2,2018-04-01,FL,2018,Punta Gorda,228.93416447214906,743.959786921588,98.289,185.204,5540.315,4.2,2113.0,20.35265644808113,11.1,1.0,4591.0,681.2,14612.0
3,2018-07-01,FL,2018,Punta Gorda,234.04963498783292,748.865806174221,98.289,185.204,5540.315,4.1,2113.0,20.402761795166857,11.1,1.0,4590.0,681.2,14612.0
4,2018-10-01,FL,2018,Punta Gorda,235.157505250175,752.893514056194,98.289,185.204,5540.315,4.0,2113.0,20.027372262773724,11.1,0.0,4673.0,681.2,14612.0
1,2019-01-01,FL,2019,Punta Gorda,239.75275842528083,776.015520432193,96.545,189.669,5918.689,4.1,2134.0,19.929713184446207,11.4,0.0,4776.0,690.0,14813.0
2,2019-04-01,FL,2019,Punta Gorda,242.59468648954964,773.219327138886,96.545,189.669,5918.689,4.0,2134.0,19.500850822461715,11.4,0.0,4788.0,690.0,14813.0
3,2019-07-01,FL,2019,Punta Gorda,246.4577819260642,775.8516476452,96.545,189.669,5918.689,3.8,2134.0,19.470827679782904,11.4,0.0,4838.0,690.0,14813.0
4,2019-10-01,FL,2019,Punta Gorda,246.78532617753928,777.980857976801,96.545,189.669,5918.689,3.8,2134.0,19.679430097951915,11.4,1.0,4863.0,690.0,14813.0
1,2020-01-01,FL,2020,Punta Gorda,246.57338577952598,796.6495802101861,96.628,194.711,6072.767,3.8,1654.0,19.70746728252502,9.8,0.0,4879.0,,
2,2020-04-01,FL,2020,Punta Gorda,251.72739091303043,816.0838072088831,96.628,194.711,6072.767,15.7,1654.0,18.763724198506807,9.8,0.0,4895.0,,
3,2020-07-01,FL,2020,Punta Gorda,257.796593219774,846.8719380968421,96.628,194.711,6072.767,9.8,1654.0,18.317208392216543,9.8,2.0,5003.0,,
4,2020-10-01,FL,2020,Punta Gorda,264.29930997699927,870.070700698906,96.628,194.711,6072.767,4.9,1654.0,18.143866409762364,9.8,0.0,5074.0,,
1,2021-01-01,FL,2021,Punta Gorda,275.3683789459648,857.703239148562,,,,4.6,,0.0,,,5051.0,,
2,2021-04-01,FL,2021,Punta Gorda,295.34857828594284,880.690502481556,,,,5.4,,0.0,,,5106.0,,
3,2021-07-01,FL,2021,Punta Gorda,321.8507616920564,,,,,5.6,,0.0,,,,,
1,2008-01-01,IL,2008,Rockford,70.84305810193673,749.496395938423,96.897,353.381,13528.772,7.1,,33.006830011937424,12.83763976565049,44.0,7664.0,386.897503865632,47787.0
2,2008-04-01,IL,2008,Rockford,70.02694756491883,758.691678101369,96.897,353.381,13528.772,7.9,,32.54758585832079,12.83763976565049,29.0,7647.0,386.897503865632,47787.0
3,2008-07-01,IL,2008,Rockford,68.4087169572319,754.691946836107,96.897,353.381,13528.772,8.6,,32.594527966047885,12.83763976565049,39.0,7675.0,386.897503865632,47787.0
4,2008-10-01,IL,2008,Rockford,68.50198673289108,752.535974141035,96.897,353.381,13528.772,9.5,,33.127273862063646,12.83763976565049,26.0,7686.0,386.897503865632,47787.0
1,2009-01-01,IL,2009,Rockford,68.62323744124804,745.82439489617,96.19,353.722,12958.218,13.2,,32.60912125168767,16.356950055216622,28.0,7713.0,405.69981575533217,54731.0
2,2009-04-01,IL,2009,Rockford,67.50866362212074,732.9763578864191,96.19,353.722,12958.218,14.3,,32.22062019019958,16.356950055216622,48.0,7686.0,405.69981575533217,54731.0
3,2009-07-01,IL,2009,Rockford,65.80182672755758,744.686915989249,96.19,353.722,12958.218,15.9,,32.3863857345871,16.356950055216622,12.0,7664.0,405.69981575533217,54731.0
4,2009-10-01,IL,2009,Rockford,65.13961132037734,761.6333518425191,96.19,353.722,12958.218,16.0,,33.108105293871915,16.356950055216622,38.0,7671.0,405.69981575533217,54731.0
1,2010-01-01,IL,2010,Rockford,64.42143404780158,714.442793076418,93.718,349.184,13023.807,15.2,1636.0,32.590293492116466,16.585998785740472,41.0,7672.0,401.96943101631234,60567.0
2,2010-04-01,IL,2010,Rockford,62.94310810360345,761.015136038651,93.718,349.184,13023.807,14.7,1636.0,31.869131692282423,16.585998785740472,40.0,7654.0,401.96943101631234,60567.0
3,2010-07-01,IL,2010,Rockford,63.38613953798459,775.647834376225,93.718,349.184,13023.807,13.9,1636.0,32.25555625161617,16.585998785740472,30.0,7618.0,401.96943101631234,60567.0
4,2010-10-01,IL,2010,Rockford,62.756568552285074,788.728208191919,93.718,349.184,13023.807,13.1,1636.0,32.559649994552196,16.585998785740472,22.0,7618.0,401.96943101631234,60567.0
1,2011-01-01,IL,2011,Rockford,60.7419413980466,764.1506099478411,94.106,347.79,13607.794,12.0,1132.0,32.028375600218524,17.730546019149486,37.0,7599.0,424.16625722418695,64061.0
2,2011-04-01,IL,2011,Rockford,58.17235907863595,778.151092066976,94.106,347.79,13607.794,11.6,1132.0,31.389262476274457,17.730546019149486,22.0,7607.0,424.16625722418695,64061.0
3,2011-07-01,IL,2011,Rockford,59.32890429680989,822.8894680326849,94.106,347.79,13607.794,12.2,1132.0,31.761922456345417,17.730546019149486,43.0,7585.0,424.16625722418695,64061.0
4,2011-10-01,IL,2011,Rockford,59.07707590253008,785.919260446573,94.106,347.79,13607.794,12.1,1132.0,31.809435773660894,17.730546019149486,43.0,7580.0,424.16625722418695,64061.0
1,2012-01-01,IL,2012,Rockford,57.52879762658755,814.250733738858,93.753,345.857,14077.488,11.0,1165.0,31.343671539864104,15.183433037353591,35.0,7566.0,418.5823487742044,69595.0
2,2012-04-01,IL,2012,Rockford,56.97384246141538,800.846101358426,93.753,345.857,14077.488,10.7,1165.0,30.833081599974953,15.183433037353591,44.0,7611.0,418.5823487742044,69595.0
3,2012-07-01,IL,2012,Rockford,56.9365345511517,787.7616306943221,93.753,345.857,14077.488,10.6,1165.0,30.86685837178446,15.183433037353591,21.0,7612.0,418.5823487742044,69595.0
4,2012-10-01,IL,2012,Rockford,57.00182339411314,798.221548008454,93.753,345.857,14077.488,10.4,1165.0,31.069299580433018,15.183433037353591,28.0,7617.0,418.5823487742044,69595.0
1,2013-01-01,IL,2013,Rockford,56.106433547784924,808.176176147502,93.103,344.743,14159.17,10.6,1149.0,29.894801065333805,15.349159228758815,30.0,7651.0,457.9052369446225,70147.0
2,2013-04-01,IL,2013,Rockford,55.39291976399213,816.347859645064,93.103,344.743,14159.17,10.5,1149.0,29.7655353137838,15.349159228758815,17.0,7654.0,457.9052369446225,70147.0
3,2013-07-01,IL,2013,Rockford,54.15709523650788,805.4060797503461,93.103,344.743,14159.17,10.4,1149.0,29.4982686930825,15.349159228758815,34.0,7654.0,457.9052369446225,70147.0
4,2013-10-01,IL,2013,Rockford,53.07982932764425,814.7170969338459,93.103,344.743,14159.17,10.3,1149.0,29.88049881731603,15.349159228758815,16.0,7633.0,457.9052369446225,70147.0
1,2014-01-01,IL,2014,Rockford,54.09646988232941,816.044563665045,93.541,342.472,14551.057,9.8,915.0,29.481620464907046,15.849393235067392,38.0,7714.0,467.9479519493564,70581.0
2,2014-04-01,IL,2014,Rockford,53.74670822360745,820.671821839657,93.541,342.472,14551.057,8.9,915.0,28.704662151006353,15.849393235067392,38.0,7730.0,467.9479519493564,70581.0
3,2014-07-01,IL,2014,Rockford,54.46954898496616,822.201593699507,93.541,342.472,14551.057,8.1,915.0,28.96428584536532,15.849393235067392,23.0,7786.0,467.9479519493564,70581.0
4,2014-10-01,IL,2014,Rockford,54.222384079469315,846.272412908277,93.541,342.472,14551.057,7.4,915.0,29.2272487782802,15.849393235067392,38.0,7811.0,467.9479519493564,70581.0
1,2015-01-01,IL,2015,Rockford,55.05248508283609,832.91018595966,92.903,340.808,15243.209,6.8,810.0,28.393932720149415,14.00837186920495,25.0,7473.0,477.63218997206644,69052.0
2,2015-04-01,IL,2015,Rockford,55.360275342511414,844.5617248620441,92.903,340.808,15243.209,6.7,810.0,27.79406700123423,14.00837186920495,42.0,7546.0,477.63218997206644,69052.0
3,2015-07-01,IL,2015,Rockford,55.74734491149705,824.8900085451841,92.903,340.808,15243.209,7.1,810.0,28.264494938102082,14.00837186920495,38.0,7591.0,477.63218997206644,69052.0
4,2015-10-01,IL,2015,Rockford,55.341621387379575,884.4613267408811,92.903,340.808,15243.209,7.2,810.0,28.332171834015284,14.00837186920495,56.0,7503.0,477.63218997206644,69052.0
1,2016-01-01,IL,2016,Rockford,54.46954898496616,812.423342010271,93.132,339.73,15421.491,7.0,1203.0,27.7544746791845,14.65409001265711,29.0,7230.0,470.71623465693335,68661.0
2,2016-04-01,IL,2016,Rockford,56.88057268575619,858.908606236734,93.132,339.73,15421.491,6.7,1203.0,27.605116589620998,14.65409001265711,34.0,7313.0,470.71623465693335,68661.0
3,2016-07-01,IL,2016,Rockford,57.831924397479916,883.503820660643,93.132,339.73,15421.491,6.6,1203.0,27.742637096018395,14.65409001265711,36.0,7349.0,470.71623465693335,68661.0
4,2016-10-01,IL,2016,Rockford,58.02312743758125,854.7754329444051,93.132,339.73,15421.491,6.5,1203.0,27.328517551128076,14.65409001265711,44.0,7352.0,470.71623465693335,68661.0
1,2017-01-01,IL,2017,Rockford,57.26297876595886,884.418372854333,91.503,338.139,15794.109,9.3,1060.0,26.624367909212506,13.34592105613372,32.0,6604.0,522.633747659986,65751.0
2,2017-04-01,IL,2017,Rockford,58.47082236074535,876.574887461056,91.503,338.139,15794.109,7.1,1060.0,26.008978866328263,13.34592105613372,40.0,6651.0,522.633747659986,65751.0
3,2017-07-01,IL,2017,Rockford,59.89318643954799,910.921495129836,91.503,338.139,15794.109,5.7,1060.0,26.36058861994867,13.34592105613372,28.0,6641.0,522.633747659986,65751.0
4,2017-10-01,IL,2017,Rockford,60.08905296843228,892.688610996355,91.503,338.139,15794.109,5.3,1060.0,26.475610826185846,13.34592105613372,36.0,6671.0,522.633747659986,65751.0
1,2018-01-01,IL,2018,Rockford,59.31491383046101,928.332117010773,91.802,336.956,16568.631,5.0,881.0,25.85117267344735,15.007159391730674,56.0,6667.0,543.6183359251653,67777.0
2,2018-04-01,IL,2018,Rockford,61.478772625754196,919.615964750604,91.802,336.956,16568.631,5.1,881.0,25.790811544506724,15.007159391730674,32.0,6650.0,543.6183359251653,67777.0
3,2018-07-01,IL,2018,Rockford,62.8684922830761,920.405151741969,91.802,336.956,16568.631,5.3,881.0,26.30883780394162,15.007159391730674,22.0,6607.0,543.6183359251653,67777.0
4,2018-10-01,IL,2018,Rockford,62.68195273175772,926.458118792719,91.802,336.956,16568.631,5.6,881.0,26.418966944289636,15.007159391730674,30.0,6619.0,543.6183359251653,67777.0
1,2019-01-01,IL,2019,Rockford,62.49074969165638,956.906747980997,93.138,335.746,16792.938,5.7,813.0,25.885475217153875,14.95740053492819,36.0,6612.0,508.9841999606845,70929.0
2,2019-04-01,IL,2019,Rockford,63.805853528450946,931.848118819383,93.138,335.746,16792.938,5.5,813.0,26.144914372698896,14.95740053492819,42.0,6667.0,508.9841999606845,70929.0
3,2019-07-01,IL,2019,Rockford,65.17691923064102,932.017877084593,93.138,335.746,16792.938,5.5,813.0,26.44560461853194,14.95740053492819,10.0,6656.0,508.9841999606845,70929.0
4,2019-10-01,IL,2019,Rockford,65.28417947264909,944.508869704236,93.138,335.746,16792.938,5.2,813.0,26.587299485650924,14.95740053492819,30.0,6670.0,508.9841999606845,70929.0
1,2020-01-01,IL,2020,Rockford,65.23288109603654,927.192491248343,91.59,334.072,15686.898,4.7,0.0,25.745329473890752,13.36774886850739,22.0,6603.0,,
2,2020-04-01,IL,2020,Rockford,65.56865228840961,969.943043359147,91.59,334.072,15686.898,22.8,0.0,24.31880938817656,13.36774886850739,36.0,6589.0,,
3,2020-07-01,IL,2020,Rockford,67.24284476149205,979.0055640803888,91.59,334.072,15686.898,16.0,0.0,24.41030942495806,13.36774886850739,44.0,6576.0,,
4,2020-10-01,IL,2020,Rockford,69.01030701023366,1004.33245060526,91.59,334.072,15686.898,8.3,0.0,24.46677540218163,13.36774886850739,18.0,6597.0,,
1,2021-01-01,IL,2021,Rockford,69.65853195106503,951.7619885708,,,,9.9,,0.0,,,6623.0,,
2,2021-04-01,IL,2021,Rockford,73.65514183806127,998.173657173911,,,,10.6,,0.0,,,6694.0,,
3,2021-07-01,IL,2021,Rockford,78.6404113470449,,,,,9.4,,0.0,,,,,
1,2008-01-01,NJ,2008,Trenton,250.94520484016135,1162.2105725672,104.255,364.571,25560.484,4.1,,26.16835786765757,9.0,138.0,11004.0,336.8,20228.0
2,2008-04-01,NJ,2008,Trenton,244.95143504783496,1133.85364134921,104.255,364.571,25560.484,4.4,,26.11098989017383,9.0,112.0,10961.0,336.8,20228.0
3,2008-07-01,NJ,2008,Trenton,238.00591353045104,1140.71254166986,104.255,364.571,25560.484,4.9,,26.43300474625776,9.0,142.0,10838.0,336.8,20228.0
4,2008-10-01,NJ,2008,Trenton,237.3714123804127,1182.08915504232,104.255,364.571,25560.484,5.2,,26.57637978738896,9.0,115.0,10829.0,336.8,20228.0
1,2009-01-01,NJ,2009,Trenton,234.86739891329714,1107.80756517476,109.579,366.222,24917.094,6.5,,26.22663551401869,10.8,90.0,10522.0,307.9,24728.0
2,2009-04-01,NJ,2009,Trenton,228.06917230574354,1145.07425948782,109.579,366.222,24917.094,7.3,,26.2719298245614,10.8,101.0,10664.0,307.9,24728.0
3,2009-07-01,NJ,2009,Trenton,224.95331844394815,1148.69996954542,109.579,366.222,24917.094,7.7,,26.52583875447701,10.8,109.0,10723.0,307.9,24728.0
4,2009-10-01,NJ,2009,Trenton,220.68176605886867,1164.06231697836,109.579,366.222,24917.094,7.9,,27.032935004371904,10.8,136.0,10865.0,307.9,24728.0
1,2010-01-01,NJ,2010,Trenton,223.67298576619223,1155.16014741273,106.229,367.717,25498.282,8.5,0.0,26.753873136509792,11.7,84.0,10918.0,333.1,29638.0
