quarter,date,msa_state,year,city,hpi,weekly_wages,rpp,population,gdp,unemployment_rate,crimes,subprime,poverty,patents,private_establishments,premature_death_rate,snap
1,2011-01-01,NJ,2011,Trenton,218.1211007033568,1196.59195041223,107.63,367.407,25973.657,8.4,0.0,26.26181818181818,11.1,95.0,10873.0,340.6,32332.0
2,2011-04-01,NJ,2011,Trenton,212.98843961465383,1250.27047137512,107.63,367.407,25973.657,8.2,0.0,25.921901036006663,11.1,72.0,10825.0,340.6,32332.0
3,2011-07-01,NJ,2011,Trenton,210.92631087702924,1287.02101480585,107.63,367.407,25973.657,8.2,0.0,25.97544140085737,11.1,94.0,10809.0,340.6,32332.0
4,2011-10-01,NJ,2011,Trenton,209.98588952965102,1234.99850407221,107.63,367.407,25973.657,8.3,0.0,26.08537560904661,11.1,82.0,10849.0,340.6,32332.0
1,2012-01-01,NJ,2012,Trenton,206.41682056068538,1263.24340924593,107.991,368.628,28168.568,8.2,0.0,25.704251115826445,10.5,79.0,10586.0,304.5,34554.0
2,2012-04-01,NJ,2012,Trenton,203.64087802926764,1243.51593213109,107.991,368.628,28168.568,8.4,0.0,25.350253062422063,10.5,106.0,10377.0,304.5,34554.0
3,2012-07-01,NJ,2012,Trenton,205.10249674989169,1286.27610095592,107.991,368.628,28168.568,8.5,0.0,25.71302558071156,10.5,104.0,10417.0,304.5,34554.0
4,2012-10-01,NJ,2012,Trenton,205.98626620887367,1302.41230463601,107.991,368.628,28168.568,8.2,0.0,25.739015623853884,10.5,95.0,10532.0,304.5,34554.0
1,2013-01-01,NJ,2013,Trenton,206.73407113570454,1312.80518361676,107.677,369.534,28809.183,8.0,0.0,25.4919108001749,11.8,87.0,10308.0,351.8,36152.0
2,2013-04-01,NJ,2013,Trenton,204.9212107070236,1282.68051895644,107.677,369.534,28809.183,7.8,0.0,25.252966440998765,11.8,117.0,10368.0,351.8,36152.0
3,2013-07-01,NJ,2013,Trenton,205.9975965865529,1259.73562426819,107.677,369.534,28809.183,7.5,0.0,25.19679554162313,11.8,87.0,10459.0,351.8,36152.0
4,2013-10-01,NJ,2013,Trenton,205.92961432047736,1285.5164163205802,107.677,369.534,28809.183,6.8,0.0,25.59346667589453,11.8,191.0,10670.0,351.8,36152.0
1,2014-01-01,NJ,2014,Trenton,203.8108336944565,1312.13372052378,108.432,369.031,29318.149,6.3,0.0,25.010366275051837,11.8,153.0,10281.0,343.2,34787.0
2,2014-04-01,NJ,2014,Trenton,206.60943698123273,1296.12262157385,108.432,369.031,29318.149,5.9,0.0,24.609536973047685,11.8,131.0,10386.0,343.2,34787.0
3,2014-07-01,NJ,2014,Trenton,207.0739824660822,1301.87090452044,108.432,369.031,29318.149,5.8,0.0,24.34219589475134,11.8,114.0,10571.0,343.2,34787.0
4,2014-10-01,NJ,2014,Trenton,208.94349478315945,1309.30012126759,108.432,369.031,29318.149,5.6,0.0,24.950182093039235,11.8,129.0,10751.0,343.2,34787.0
1,2015-01-01,NJ,2015,Trenton,210.86965898863298,1346.0708100471902,108.575,368.266,30154.777,5.4,1.0,24.683674167293617,11.2,83.0,10211.0,343.9,33109.0
2,2015-04-01,NJ,2015,Trenton,210.69970332344414,1304.47877385547,108.575,368.266,30154.777,5.2,1.0,24.38044662309368,11.2,75.0,10356.0,343.9,33109.0
3,2015-07-01,NJ,2015,Trenton,211.43617787259578,1322.45760918482,108.575,368.266,30154.777,4.9,1.0,24.15271539403838,11.2,104.0,10702.0,343.9,33109.0
4,2015-10-01,NJ,2015,Trenton,212.5352245074836,1318.59854327129,108.575,368.266,30154.777,4.5,1.0,24.45593035908596,11.2,84.0,10886.0,343.9,33109.0
1,2016-01-01,NJ,2016,Trenton,211.74209806993568,1255.39284288354,108.005,367.929,31739.303,4.3,10.0,23.797881010594946,11.1,97.0,10448.0,356.3,30462.0
2,2016-04-01,NJ,2016,Trenton,214.2574419147305,1321.4449128007,108.005,367.929,31739.303,4.4,10.0,23.6955934036226,11.1,126.0,10561.0,356.3,30462.0
3,2016-07-01,NJ,2016,Trenton,216.95407180239343,1438.52068955996,108.005,367.929,31739.303,4.4,10.0,23.55985749815151,11.1,104.0,10663.0,356.3,30462.0
4,2016-10-01,NJ,2016,Trenton,218.1211007033568,1334.85660157866,108.005,367.929,31739.303,4.3,10.0,23.86098325662064,11.1,79.0,10884.0,356.3,30462.0
1,2017-01-01,NJ,2017,Trenton,210.03121104036805,1320.87774052382,109.153,368.489,32078.032,4.1,25.0,23.39333333333333,11.4,129.0,10444.0,351.8,28661.0
2,2017-04-01,NJ,2017,Trenton,216.65948198273279,1355.86983291255,109.153,368.489,32078.032,3.9,25.0,22.730298189563367,11.4,158.0,10631.0,351.8,28661.0
3,2017-07-01,NJ,2017,Trenton,218.6083069435648,1331.17859458475,109.153,368.489,32078.032,3.9,25.0,22.9672370340894,11.4,77.0,10698.0,351.8,28661.0
4,2017-10-01,NJ,2017,Trenton,217.52059068635623,1340.22333092404,109.153,368.489,32078.032,4.0,25.0,23.399734395750333,11.4,120.0,10880.0,351.8,28661.0
1,2018-01-01,NJ,2018,Trenton,221.01034701156706,1355.76400388021,103.706,368.72,33614.679,4.0,14.0,22.544508901780357,10.9,176.0,10655.0,375.8,27522.0
2,2018-04-01,NJ,2018,Trenton,222.08673289109637,1357.00721489631,103.706,368.72,33614.679,3.7,14.0,22.201492537313435,10.9,178.0,10677.0,375.8,27522.0
3,2018-07-01,NJ,2018,Trenton,222.01875062502083,1364.44653814607,103.706,368.72,33614.679,3.4,14.0,22.317283459344743,10.9,120.0,10776.0,375.8,27522.0
4,2018-10-01,NJ,2018,Trenton,221.04433814460484,1422.23847956045,103.706,368.72,33614.679,3.2,14.0,23.13527180783818,10.9,128.0,10906.0,375.8,27522.0
1,2019-01-01,NJ,2019,Trenton,221.79214307143573,1443.49690339216,102.774,368.047,38210.871,3.2,16.0,22.43368700265252,11.9,152.0,10839.0,373.6,26858.0
2,2019-04-01,NJ,2019,Trenton,228.51105703523453,1424.4076504127802,102.774,368.047,38210.871,2.9,16.0,21.67416027505951,11.9,155.0,10979.0,373.6,26858.0
3,2019-07-01,NJ,2019,Trenton,230.72048068268944,1434.77872493202,102.774,368.047,38210.871,2.9,16.0,21.871484349149625,11.9,102.0,11047.0,373.6,26858.0
4,2019-10-01,NJ,2019,Trenton,232.54467148904968,1430.4394423078195,102.774,368.047,38210.871,3.1,16.0,22.42076431459502,11.9,115.0,11134.0,373.6,26858.0
1,2020-01-01,NJ,2020,Trenton,234.85606853561788,1474.9303523869598,103.804,367.239,38268.966,3.3,8.0,22.04009664990531,9.5,102.0,11135.0,,
2,2020-04-01,NJ,2020,Trenton,236.5782859428648,1593.2117545115802,103.804,367.239,38268.966,11.6,8.0,20.41655784800209,9.5,44.0,10951.0,,
3,2020-07-01,NJ,2020,Trenton,241.4390179672656,1543.73061499547,103.804,367.239,38268.966,10.0,8.0,20.231176124861232,9.5,38.0,11167.0,,
4,2020-10-01,NJ,2020,Trenton,244.3509250308344,1581.14496631761,103.804,367.239,38268.966,6.0,8.0,20.350351654076583,9.5,41.0,11405.0,,
1,2021-01-01,NJ,2021,Trenton,249.55156838561288,1571.89219458681,,,,6.0,,0.0,,,11358.0,,
2,2021-04-01,NJ,2021,Trenton,260.25877529250977,1553.5474273513598,,,,6.1,,0.0,,,11463.0,,
3,2021-07-01,NJ,2021,Trenton,273.4360045334845,,,,,5.8,,0.0,,,,,
1,2008-01-01,KS,2008,Wichita,103.9573319110637,789.039393332567,94.654,603.205,27654.914,4.1,901.0,31.118679718980015,11.726621334369124,0.0,14591.0,383.81657005282216,59286.0
2,2008-04-01,KS,2008,Wichita,104.93442448081603,775.199049773613,94.654,603.205,27654.914,4.1,901.0,30.679536188602288,11.726621334369124,0.0,14692.0,383.81657005282216,59286.0
3,2008-07-01,KS,2008,Wichita,103.41893396446548,774.345657703957,94.654,603.205,27654.914,4.4,901.0,31.112637063755198,11.726621334369124,2.0,14672.0,383.81657005282216,59286.0
4,2008-10-01,KS,2008,Wichita,103.85098169938999,769.2866179762469,94.654,603.205,27654.914,4.8,901.0,31.269666990239386,11.726621334369124,2.0,14796.0,383.81657005282216,59286.0
1,2009-01-01,KS,2009,Wichita,105.30665022167406,751.2253065214,94.036,612.683,25431.662,5.7,0.0,30.701158125874755,12.782415034050933,2.0,14782.0,381.5919896394797,73706.0
2,2009-04-01,KS,2009,Wichita,105.39305976865896,777.8758892867821,94.036,612.683,25431.662,8.2,0.0,29.99067805393794,12.782415034050933,2.0,14874.0,381.5919896394797,73706.0
3,2009-07-01,KS,2009,Wichita,105.15377179239307,767.3491031355611,94.036,612.683,25431.662,9.0,0.0,30.259211159131908,12.782415034050933,1.0,14925.0,381.5919896394797,73706.0
4,2009-10-01,KS,2009,Wichita,104.52231741058036,787.978126437637,94.036,612.683,25431.662,9.2,0.0,30.477461836957804,12.782415034050933,4.0,14984.0,381.5919896394797,73706.0
1,2010-01-01,KS,2010,Wichita,104.08362278742625,732.210572187241,94.133,623.898,26862.455,8.9,1729.0,29.998347814389124,14.209070288323796,3.0,14807.0,381.6707391314671,85959.0
2,2010-04-01,KS,2010,Wichita,104.05703523450782,782.720755041147,94.133,623.898,26862.455,8.5,1729.0,29.742372632134412,14.209070288323796,1.0,14840.0,381.6707391314671,85959.0
3,2010-07-01,KS,2010,Wichita,105.33988466282209,794.821575073356,94.133,623.898,26862.455,8.3,1729.0,29.86767975351135,14.209070288323796,1.0,14947.0,381.6707391314671,85959.0
4,2010-10-01,KS,2010,Wichita,104.28302943431447,815.7007691534891,94.133,623.898,26862.455,8.3,1729.0,30.033830766752743,14.209070288323796,9.0,15059.0,381.6707391314671,85959.0
1,2011-01-01,KS,2011,Wichita,103.4322277409247,779.989771096415,92.981,625.391,28092.296,8.2,841.0,29.29018463876825,14.53760473217303,3.0,14996.0,382.70151749141775,87978.0
2,2011-04-01,KS,2011,Wichita,102.42854761825394,806.063329540454,92.981,625.391,28092.296,7.7,841.0,28.951161678839707,14.53760473217303,2.0,15059.0,382.70151749141775,87978.0
3,2011-07-01,KS,2011,Wichita,102.05632187739592,837.945695086864,92.981,625.391,28092.296,7.5,841.0,28.997355473841072,14.53760473217303,0.0,15129.0,382.70151749141775,87978.0
4,2011-10-01,KS,2011,Wichita,103.43887462915431,797.97855625974,92.981,625.391,28092.296,7.4,841.0,29.39987116782834,14.53760473217303,3.0,15158.0,382.70151749141775,87978.0
1,2012-01-01,KS,2012,Wichita,102.08955631854396,838.6536185691659,93.443,628.264,28592.28,7.1,1008.0,29.02847395361009,15.298281849609568,2.0,14571.0,407.7514387092412,92873.0
2,2012-04-01,KS,2012,Wichita,100.79341311377046,811.8323773320469,93.443,628.264,28592.28,6.9,1008.0,28.776056371893898,15.298281849609568,4.0,14657.0,407.7514387092412,92873.0
3,2012-07-01,KS,2012,Wichita,101.87020900696689,817.343115030046,93.443,628.264,28592.28,6.6,1008.0,28.942469154777918,15.298281849609568,1.0,14736.0,407.7514387092412,92873.0
4,2012-10-01,KS,2012,Wichita,102.38201940064668,835.1271914730349,93.443,628.264,28592.28,6.4,1008.0,28.956343146676776,15.298281849609568,2.0,14663.0,407.7514387092412,92873.0
1,2013-01-01,KS,2013,Wichita,103.53857795259843,816.937122094676,94.099,630.518,27547.943,6.3,1025.0,28.572172214998453,15.118128339816487,1.0,14506.0,404.94509188950383,88815.0
2,2013-04-01,KS,2013,Wichita,102.28896296543218,836.3792205760361,94.099,630.518,27547.943,6.1,1025.0,28.270197677904097,15.118128339816487,3.0,14610.0,404.94509188950383,88815.0
3,2013-07-01,KS,2013,Wichita,102.84065468848962,823.8076390892979,94.099,630.518,27547.943,6.0,1025.0,28.17419361911657,15.118128339816487,2.0,14675.0,404.94509188950383,88815.0
4,2013-10-01,KS,2013,Wichita,102.24243474782493,832.903409466165,94.099,630.518,27547.943,5.7,1025.0,28.48046228514196,15.118128339816487,0.0,14706.0,404.94509188950383,88815.0
1,2014-01-01,KS,2014,Wichita,101.85026834227807,847.43764193504,93.501,632.986,29875.527,5.5,804.0,27.885650866319747,14.154514549543993,1.0,14688.0,432.12001582710684,81806.0
2,2014-04-01,KS,2014,Wichita,102.37537251241709,830.530391672538,93.501,632.986,29875.527,5.3,804.0,27.270524870131098,14.154514549543993,2.0,14789.0,432.12001582710684,81806.0
3,2014-07-01,KS,2014,Wichita,104.98095269842328,836.033964051174,93.501,632.986,29875.527,5.2,804.0,27.368683055157458,14.154514549543993,5.0,14850.0,432.12001582710684,81806.0
4,2014-10-01,KS,2014,Wichita,105.20694689822994,851.53235874978,93.501,632.986,29875.527,5.0,804.0,27.973670021862354,14.154514549543993,3.0,14913.0,432.12001582710684,81806.0
1,2015-01-01,KS,2015,Wichita,106.63602786759559,845.640482317209,92.43,635.769,32077.471,4.9,680.0,27.2158219302885,14.24075376743839,0.0,14915.0,429.7284433827369,76453.0
2,2015-04-01,KS,2015,Wichita,107.00825360845363,850.1451367393671,92.43,635.769,32077.471,4.9,680.0,27.056946343029193,14.24075376743839,2.0,14945.0,429.7284433827369,76453.0
3,2015-07-01,KS,2015,Wichita,108.29110303676788,843.6752247576101,92.43,635.769,32077.471,4.6,680.0,27.152509632408023,14.24075376743839,0.0,15202.0,429.7284433827369,76453.0
4,2015-10-01,KS,2015,Wichita,106.95507850261676,887.6959026277909,92.43,635.769,32077.471,4.4,680.0,27.084990322870762,14.24075376743839,0.0,15203.0,429.7284433827369,76453.0
1,2016-01-01,KS,2016,Wichita,108.81620720690691,806.9537569674111,93.164,637.989,35020.665,4.4,952.0,26.640396797108536,13.944157075655877,7.0,15103.0,464.2184427855146,71585.0
2,2016-04-01,KS,2016,Wichita,110.40481349378312,856.049531691958,93.164,637.989,35020.665,4.5,952.0,26.294971745671297,13.944157075655877,3.0,15158.0,464.2184427855146,71585.0
3,2016-07-01,KS,2016,Wichita,112.2925297509917,896.2181673685781,93.164,637.989,35020.665,4.6,952.0,26.13758269340032,13.944157075655877,7.0,15263.0,464.2184427855146,71585.0
4,2016-10-01,KS,2016,Wichita,113.13003766792225,849.319047773344,93.164,637.989,35020.665,4.7,952.0,26.392028123612395,13.944157075655877,8.0,15335.0,464.2184427855146,71585.0
1,2017-01-01,KS,2017,Wichita,111.46831561052035,867.2514387196919,91.847,637.847,36282.429,4.4,1009.0,25.823511527768783,13.392853788025578,4.0,15077.0,457.0680423173804,66426.0
2,2017-04-01,KS,2017,Wichita,115.41656721890729,862.224172962617,91.847,637.847,36282.429,4.2,1009.0,25.53298456306585,13.392853788025578,2.0,15131.0,457.0680423173804,66426.0
3,2017-07-01,KS,2017,Wichita,117.13811127037567,861.858429143797,91.847,637.847,36282.429,4.2,1009.0,25.718302398066605,13.392853788025578,1.0,14973.0,457.0680423173804,66426.0
4,2017-10-01,KS,2017,Wichita,116.06796226540885,865.224023072798,91.847,637.847,36282.429,4.0,1009.0,26.077932883629707,13.392853788025578,5.0,14999.0,457.0680423173804,66426.0
1,2018-01-01,KS,2018,Wichita,117.68315610520352,885.971832459896,92.07,637.971,37015.154,3.8,1481.0,25.485110149331604,12.821368770722922,9.0,14917.0,482.30219649398015,61717.0
2,2018-04-01,KS,2018,Wichita,119.29834994499817,885.52803302097,92.07,637.971,37015.154,3.7,1481.0,25.129233938285612,12.821368770722922,5.0,15000.0,482.30219649398015,61717.0
3,2018-07-01,KS,2018,Wichita,121.0597753258442,896.986090426421,92.07,637.971,37015.154,3.5,1481.0,25.52256556617593,12.821368770722922,7.0,15115.0,482.30219649398015,61717.0
4,2018-10-01,KS,2018,Wichita,120.31532384412813,893.715535271115,92.07,637.971,37015.154,3.5,1481.0,25.85395022660091,12.821368770722922,3.0,15175.0,482.30219649398015,61717.0
1,2019-01-01,KS,2019,Wichita,121.21930064335479,917.114516527946,92.618,640.763,38243.374,3.6,885.0,25.169610629255725,11.944532037498128,5.0,14900.0,472.28449042093547,60282.0
2,2019-04-01,KS,2019,Wichita,125.25396179872662,906.702095014138,92.618,640.763,38243.374,3.4,885.0,24.843819449364055,11.944532037498128,1.0,14832.0,472.28449042093547,60282.0
3,2019-07-01,KS,2019,Wichita,125.51983732791093,916.022117208723,92.618,640.763,38243.374,3.3,885.0,25.09801960521307,11.944532037498128,5.0,14976.0,472.28449042093547,60282.0
4,2019-10-01,KS,2019,Wichita,126.03829460982033,916.343957368416,92.618,640.763,38243.374,3.3,885.0,25.253967718770795,11.944532037498128,1.0,15176.0,472.28449042093547,60282.0
1,2020-01-01,KS,2020,Wichita,128.2583552785093,936.020751207236,91.934,643.768,36321.604,3.5,988.0,24.624145813919903,12.588655872834394,0.0,14903.0,,
2,2020-04-01,KS,2020,Wichita,130.67117570585685,946.794341655988,91.934,643.768,36321.604,19.2,988.0,23.682148642779318,12.588655872834394,4.0,14951.0,,
3,2020-07-01,KS,2020,Wichita,133.54263142104736,946.495416946199,91.934,643.768,36321.604,10.0,988.0,23.313617422165994,12.588655872834394,2.0,15078.0,,
4,2020-10-01,KS,2020,Wichita,135.84245474849163,1029.1176448279302,91.934,643.768,36321.604,6.3,988.0,22.99818849518404,12.588655872834394,0.0,15295.0,,
1,2021-01-01,KS,2021,Wichita,138.31509716990567,904.0978931279692,,,,7.9,,0.0,,,15265.0,,
2,2021-04-01,KS,2021,Wichita,146.8497016567219,967.991188668175,,,,5.0,,0.0,,,15521.0,,
3,2021-07-01,KS,2021,Wichita,152.0675089169639,,,,,5.2,,0.0,,,,,
1,2008-01-01,IL,2008,Chicago,161.33808773126015,1004.07024912609,105.353,9515.636,520597.015,5.4,3202.0,32.144204048786364,12.51257407633762,1398.0,212230.0,352.5823088220511,977867.0
2,2008-04-01,IL,2008,Chicago,157.80766839497267,992.3574492115912,105.353,9515.636,520597.015,5.7,3202.0,32.01790729326302,12.51257407633762,1566.0,213468.0,352.5823088220511,977867.0
3,2008-07-01,IL,2008,Chicago,151.3278505849415,998.036761496272,105.353,9515.636,520597.015,6.4,3202.0,32.271835187880484,12.51257407633762,1596.0,214957.0,352.5823088220511,977867.0
4,2008-10-01,IL,2008,Chicago,146.37701246591013,988.204634816204,105.353,9515.636,520597.015,7.0,3202.0,32.78004625816159,12.51257407633762,1614.0,216110.0,352.5823088220511,977867.0
1,2009-01-01,IL,2009,Chicago,135.4168115509252,963.402120026679,106.811,9580.567,510758.958,8.3,3465.0,32.50402921169024,13.406079862375396,1395.0,216258.0,343.15689646903064,1125469.0
2,2009-04-01,IL,2009,Chicago,129.142677933368,978.635084560099,106.811,9580.567,510758.958,9.7,3465.0,32.37083444541368,13.406079862375396,1390.0,216811.0,343.15689646903064,1125469.0
3,2009-07-01,IL,2009,Chicago,128.20872037967203,981.753332416704,106.811,9580.567,510758.958,10.4,3465.0,32.74649120113627,13.406079862375396,1531.0,217099.0,343.15689646903064,1125469.0
4,2009-10-01,IL,2009,Chicago,129.33995912333333,1002.6861590386,106.811,9580.567,510758.958,11.1,3465.0,33.262472894243984,13.406079862375396,1279.0,217835.0,343.15689646903064,1125469.0
1,2010-01-01,IL,2010,Chicago,127.54719088978199,966.583502531557,106.127,9470.661,523098.041,11.4,5406.0,33.03734469129288,14.390392333176365,1335.0,218332.0,336.30542656691665,1234723.0
2,2010-04-01,IL,2010,Chicago,123.95078310909389,1006.09649038878,106.127,9470.661,523098.041,11.1,5406.0,32.8885178232673,14.390392333176365,1382.0,218124.0,336.30542656691665,1234723.0
3,2010-07-01,IL,2010,Chicago,121.67015117468146,1017.85716078007,106.127,9470.661,523098.041,10.5,5406.0,33.06790215793674,14.390392333176365,1431.0,218844.0,336.30542656691665,1234723.0
4,2010-10-01,IL,2010,Chicago,116.34098136905781,1032.1162561605302,106.127,9470.661,523098.041,10.0,5406.0,33.339534855326846,14.390392333176365,1274.0,220625.0,336.30542656691665,1234723.0
1,2011-01-01,IL,2011,Chicago,113.22478988456422,1014.80817446083,107.014,9500.919,542384.78,9.7,10145.0,32.79359428489389,15.424586916241312,1098.0,221692.0,335.00857086163427,1289220.0
2,2011-04-01,IL,2011,Chicago,108.67072169473884,1036.40572815974,107.014,9500.919,542384.78,9.9,10145.0,32.5713380813635,15.424586916241312,1360.0,222381.0,335.00857086163427,1289220.0
3,2011-07-01,IL,2011,Chicago,107.84404895159764,1065.8477369006098,107.014,9500.919,542384.78,10.4,10145.0,32.79260866110944,15.424586916241312,1329.0,223656.0,335.00857086163427,1289220.0
4,2011-10-01,IL,2011,Chicago,106.92951058898875,1010.11467227782,107.014,9500.919,542384.78,10.1,10145.0,33.04383855464943,15.424586916241312,1321.0,224470.0,335.00857086163427,1289220.0
1,2012-01-01,IL,2012,Chicago,105.26083649026941,1066.32925861146,105.551,9528.134,570954.874,9.3,9717.0,32.65456316851546,15.346926379306488,1429.0,225273.0,343.5051266446381,1402337.0
2,2012-04-01,IL,2012,Chicago,103.89050593971731,1051.53680340677,105.551,9528.134,570954.874,9.2,9717.0,30.678348222145207,15.346926379306488,1513.0,226402.0,343.5051266446381,1402337.0
3,2012-07-01,IL,2012,Chicago,106.29385463931145,1055.55301038574,105.551,9528.134,570954.874,9.2,9717.0,30.848228326209483,15.346926379306488,1677.0,227246.0,343.5051266446381,1402337.0
4,2012-10-01,IL,2012,Chicago,107.30515840961826,1069.21823171177,105.551,9528.134,570954.874,9.1,9717.0,30.969131893758277,15.346926379306488,1738.0,228136.0,343.5051266446381,1402337.0
1,2013-01-01,IL,2013,Chicago,110.33465959745976,1057.54994932144,104.769,9550.227,583070.72,9.2,6916.0,30.29092326848504,15.133054265477993,1539.0,229841.0,339.4115595569493,1399141.0
2,2013-04-01,IL,2013,Chicago,113.86256861921869,1070.41820992354,104.769,9550.227,583070.72,9.4,6916.0,31.322175308403587,15.133054265477993,1805.0,231288.0,339.4115595569493,1399141.0
3,2013-07-01,IL,2013,Chicago,118.40875041727551,1066.14001077632,104.769,9550.227,583070.72,9.2,6916.0,31.364927376237898,15.133054265477993,1669.0,232146.0,339.4115595569493,1399141.0
4,2013-10-01,IL,2013,Chicago,121.39156391377175,1070.09777332851,104.769,9550.227,583070.72,8.8,6916.0,31.402646593914554,15.133054265477993,1748.0,232614.0,339.4115595569493,1399141.0
1,2014-01-01,IL,2014,Chicago,123.40419740496793,1096.74381695947,103.499,9560.285,609478.18,8.3,7011.0,30.54522552246387,14.588351803498906,1787.0,236445.0,350.77620090887206,1406772.0
2,2014-04-01,IL,2014,Chicago,126.73029617668162,1088.53498816938,103.499,9560.285,609478.18,7.7,7011.0,29.939306445100325,14.588351803498906,1977.0,237439.0,350.77620090887206,1406772.0
3,2014-07-01,IL,2014,Chicago,127.05550061990037,1088.44165431593,103.499,9560.285,609478.18,7.0,7011.0,30.12822640262527,14.588351803498906,1986.0,239172.0,350.77620090887206,1406772.0
4,2014-10-01,IL,2014,Chicago,128.4958446690512,1106.55441710565,103.499,9560.285,609478.18,6.6,7011.0,30.52157428750062,14.588351803498906,1909.0,240776.0,350.77620090887206,1406772.0
1,2015-01-01,IL,2015,Chicago,129.96876316629107,1116.48010480026,102.809,9552.351,636938.865,6.2,6651.0,29.659522974307038,13.930630314792136,1721.0,228590.0,359.4741958488423,1321312.0
2,2015-04-01,IL,2015,Chicago,130.8776746470554,1116.87127857161,102.809,9552.351,636938.865,6.1,6651.0,29.138853093136973,13.930630314792136,1798.0,231729.0,359.4741958488423,1321312.0
3,2015-07-01,IL,2015,Chicago,131.77150620325259,1131.29609665647,102.809,9552.351,636938.865,5.8,6651.0,29.254527929210862,13.930630314792136,1902.0,234216.0,359.4741958488423,1321312.0
4,2015-10-01,IL,2015,Chicago,132.4186885803396,1169.88779925575,102.809,9552.351,636938.865,5.8,6651.0,29.18562063688134,13.930630314792136,2093.0,233372.0,359.4741958488423,1321312.0
1,2016-01-01,IL,2016,Chicago,133.92104883935477,1103.8451103014,104.201,9533.732,647455.652,6.1,5560.0,28.399894796730766,12.975697640826985,1894.0,225179.0,373.60490489350275,1268723.0
2,2016-04-01,IL,2016,Chicago,136.56714902434103,1141.31864132439,104.201,9533.732,647455.652,6.0,5560.0,28.01700645512178,12.975697640826985,1686.0,227852.0,373.60490489350275,1268723.0
3,2016-07-01,IL,2016,Chicago,137.82292392016794,1175.92302536898,104.201,9533.732,647455.652,5.8,5560.0,26.399436728405654,12.975697640826985,1807.0,229652.0,373.60490489350275,1268723.0
4,2016-10-01,IL,2016,Chicago,139.13593218539376,1150.97293193368,104.201,9533.732,647455.652,5.6,5560.0,26.62939917971842,12.975697640826985,1851.0,231598.0,373.60490489350275,1268723.0
1,2017-01-01,IL,2017,Chicago,142.1598002987931,1171.49296095615,105.569,9513.947,667153.495,5.1,5167.0,26.018692799586326,12.47413423848593,1990.0,207850.0,378.5556659647253,1222730.0
2,2017-04-01,IL,2017,Chicago,144.7347357781109,1172.41023332881,105.569,9513.947,667153.495,4.8,5167.0,25.752168900573448,12.47413423848593,1768.0,210153.0,378.5556659647253,1222730.0
3,2017-07-01,IL,2017,Chicago,145.05642052692605,1170.93367488312,105.569,9513.947,667153.495,4.9,5167.0,25.823109168334106,12.47413423848593,1922.0,211204.0,378.5556659647253,1222730.0
4,2017-10-01,IL,2017,Chicago,146.3442191003182,1183.29161580039,105.569,9513.947,667153.495,4.9,5167.0,26.13644915167815,12.47413423848593,2175.0,212815.0,378.5556659647253,1222730.0
1,2018-01-01,IL,2018,Chicago,149.14280598117196,1211.39093579795,104.687,9485.403,701954.968,4.5,4355.0,25.45618561001431,11.85759920019004,2265.0,211487.0,381.9846366050996,1161772.0
2,2018-04-01,IL,2018,Chicago,150.24864172956,1212.66258613752,104.687,9485.403,701954.968,4.1,4355.0,25.03057016968505,11.85759920019004,2046.0,212176.0,381.9846366050996,1161772.0
3,2018-07-01,IL,2018,Chicago,150.74436866594186,1209.18018148901,104.687,9485.403,701954.968,4.1,4355.0,25.362059593442403,11.85759920019004,1664.0,211247.0,381.9846366050996,1161772.0
4,2018-10-01,IL,2018,Chicago,152.5084184451353,1226.17906817791,104.687,9485.403,701954.968,4.1,4355.0,25.64195313281106,11.85759920019004,2013.0,211994.0,381.9846366050996,1161772.0
1,2019-01-01,IL,2019,Chicago,152.1845464731589,1246.8912208535,103.276,9454.282,721906.95,4.3,4680.0,24.996759354051846,11.12514449248136,1679.0,212805.0,383.80831984990016,1182503.0
2,2019-04-01,IL,2019,Chicago,153.93418296430957,1235.55844279137,103.276,9454.282,721906.95,4.1,4680.0,24.69618565412388,11.12514449248136,2177.0,214382.0,383.80831984990016,1182503.0
3,2019-07-01,IL,2019,Chicago,155.02298680880455,1246.86399011336,103.276,9454.282,721906.95,3.8,4680.0,25.0644097087508,11.12514449248136,1805.0,214628.0,383.80831984990016,1182503.0
4,2019-10-01,IL,2019,Chicago,154.8977379614118,1247.8460692341,103.276,9454.282,721906.95,3.7,4680.0,25.37262354421858,11.12514449248136,1652.0,215057.0,383.80831984990016,1182503.0
1,2020-01-01,IL,2020,Chicago,157.0975423158317,1276.0693487748802,104.846,9406.638,692988.237,3.4,749.0,24.8259478787154,11.185670293843549,1460.0,214280.0,,
2,2020-04-01,IL,2020,Chicago,157.41584630591467,1340.82381716117,104.846,9406.638,692988.237,16.7,749.0,23.54325243605608,11.185670293843549,1435.0,214552.0,,
3,2020-07-01,IL,2020,Chicago,159.12969032458253,1329.82065143295,104.846,9406.638,692988.237,12.6,749.0,23.304908532591245,11.185670293843549,1344.0,213577.0,,
4,2020-10-01,IL,2020,Chicago,166.54561177431916,1412.85437574829,104.846,9406.638,692988.237,8.6,749.0,23.020799643505335,11.185670293843549,788.0,215673.0,,
1,2021-01-01,IL,2021,Chicago,171.47586300214928,1367.18068443937,,,,8.4,,0.0,,,216028.0,,
2,2021-04-01,IL,2021,Chicago,177.59641980440182,1383.45993306129,,,,7.8,,0.0,,,219598.0,,
